movieid,title,cluster
3717,Gone in 60 Seconds,57
3719,Love's Labour's Lost,4
3720,Sunshine,1
3723,Hamlet,1
3724,Coming Home,148
3725,American Pop,3
3726,Assault on Precinct 13,46
3727,Near Dark,12
3728,One False Move,23
3729,Shaft,36
3730,"Conversation, The",177
3731,Cutter's Way,19
3732,"Fury, The",12
3733,"Paper Chase, The",1
3735,Serpico,14
3736,"Ace in the Hole (Big Carnival, The)",1
3737,Lonely Are the Brave,1
3738,"Sugarland Express, The",1
3739,Trouble in Paradise,4
3740,Big Trouble in Little China,145
3741,Badlands,23
3742,Battleship Potemkin,148
3743,Boys and Girls,4
3744,Shaft,20
3745,Titan A.E.,86
3746,Butterfly (La lengua de las mariposas),1
3747,Jesus' Son,1
3751,Chicken Run,28
3752,"Me, Myself & Irene",85
3753,"Patriot, The",222
3754,"Adventures of Rocky and Bullwinkle, The",119
3755,"Perfect Storm, The",19
3756,"Golden Bowl, The",1
3758,Communion,65
3760,"Kentucky Fried Movie, The",2
3761,"Blood In, Blood Out",36
3763,F/X,20
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),20
3765,"Hot Spot, The",105
3766,Missing in Action,37
3767,Missing in Action 2: The Beginning,37
3768,Braddock: Missing in Action III,37
3769,Thunderbolt and Lightfoot,37
3770,Dreamscape,35
3771,The Golden Voyage of Sinbad,73
3773,House Party,2
3774,House Party 2,11
3783,Croupier,14
3784,"Kid, The",102
3785,Scary Movie,58
3786,But I'm a Cheerleader,2
3787,Shower (Xizao),2
3788,Blow-Up (Blowup),177
3789,"Pawnbroker, The",1
3790,Groove,1
3791,Footloose,1
3792,Duel in the Sun,9
3793,X-Men,5
3794,Chuck & Buck,10
3795,"Five Senses, The",1
3797,"In Crowd, The",43
3798,What Lies Beneath,59
3799,Pokémon the Movie 2000,50
3801,Anatomy of a Murder,177
3802,Freejack,34
3806,Mackenna's Gold,77
3807,Sinbad and the Eye of the Tiger,155
3808,"Two Women (Ciociara, La)",148
3809,What About Bob?,2
3810,White Sands,19
3811,Breaker Morant,148
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,2
3813,Interiors,1
3814,Love and Death,2
3816,"Official Story, The (La historia oficial)",1
3819,Tampopo,2
3821,Nutty Professor II: The Klumps,2
3822,"Girl on the Bridge, The (Fille sur le pont, La)",9
3823,Wonderland,1
3824,Autumn in New York,9
3825,Coyote Ugly,11
3826,Hollow Man,35
3827,Space Cowboys,111
3830,Psycho Beach Party,69
3831,Saving Grace,2
3832,"Black Sabbath (Tre volti della paura, I)",12
3833,"Brain That Wouldn't Die, The",24
3834,Bronco Billy,97
3835,"Crush, The",43
3836,Kelly's Heroes,7
3837,Phantasm II,55
3838,Phantasm III: Lord of the Dead,12
3839,Phantasm IV: Oblivion,12
3840,Pumpkinhead,12
3841,Air America,7
3843,Sleepaway Camp,12
3844,Steel Magnolias,1
3845,And God Created Woman (Et Dieu... créa la femme),1
3846,Easy Money,2
3847,"Ilsa, She Wolf of the SS",12
3849,The Spiral Staircase,156
3851,I'm the One That I Want,2
3852,"Tao of Steve, The",2
3855,"Affair of Love, An (Liaison pornographique, Une)",9
3857,Bless the Child,43
3858,Cecil B. DeMented,2
3859,"Eyes of Tammy Faye, The",22
3861,"Replacements, The",2
3862,About Adam,2
3863,"Cell, The",277
3864,Godzilla 2000 (Gojira ni-sen mireniamu),5
3865,"Original Kings of Comedy, The",167
3868,"Naked Gun: From the Files of Police Squad!, The",226
3869,"Naked Gun 2 1/2: The Smell of Fear, The",2
3870,Our Town,1
3871,Shane,1
3872,"Suddenly, Last Summer",1
3873,Cat Ballou,2
3877,Supergirl,73
3879,"Art of War, The",46
3882,Bring It On,2
3884,"Crew, The",2
3888,Skipped Parts,9
3889,Highlander: Endgame (Highlander IV),73
3893,Nurse Betty,248
3894,Solas,1
3895,"Watcher, The",6
3896,"Way of the Gun, The",6
3897,Almost Famous,1
3898,Bait,7
3899,Circus,23
3900,Crime and Punishment in Suburbia,10
3901,Duets,10
3906,Under Suspicion,6
3908,Urban Legends: Final Cut,12
3909,Woman on Top,4
3910,Dancer in the Dark,299
3911,Best in Show,2
3912,Beautiful,10
3914,"Broken Hearts Club, The",1
3915,Girlfight,1
3916,Remember the Titans,1
3917,Hellraiser,12
3918,Hellbound: Hellraiser II,12
3919,Hellraiser III: Hell on Earth,12
3920,"Faraway, So Close (In weiter Ferne, so nah!)",89
3922,Bikini Beach,2
3925,Stranger Than Paradise,10
3926,Voyage to the Bottom of the Sea,52
3927,Fantastic Voyage,52
3928,Abbott and Costello Meet Frankenstein,58
3929,"Bank Dick, The",2
3930,"Creature from the Black Lagoon, The",210
3932,"Invisible Man, The",24
3933,"Killer Shrews, The",24
3937,Runaway,21
3938,"Slumber Party Massacre, The",12
3939,Slumber Party Massacre II,12
3940,Slumber Party Massacre III,12
3941,Sorority House Massacre,12
3942,Sorority House Massacre II,12
3943,Bamboozled,2
3945,Digimon: The Movie,164
3946,Get Carter,40
3947,Get Carter,36
3948,Meet the Parents,2
3949,Requiem for a Dream,1
3950,Tigerland,1
3951,Two Family House,1
3952,"Contender, The",19
3953,Dr. T and the Women,4
3955,"Ladies Man, The",2
3957,Billy Jack,13
3958,Billy Jack Goes to Washington,1
3959,"Time Machine, The",5
3962,Ghoulies II,58
3963,"Unsinkable Molly Brown, The",77
3964,"Adventures of Ichabod and Mr. Toad, The",50
3965,"Strange Love of Martha Ivers, The",1
3966,Detour,31
3967,Billy Elliot,1
3968,Bedazzled,2
3969,Pay It Forward,1
3971,"Private Eyes, The",2
3972,"Legend of Drunken Master, The (Jui kuen II)",7
3973,Book of Shadows: Blair Witch 2,79
3974,"Little Vampire, The",75
3977,Charlie's Angels,7
3978,"Legend of Bagger Vance, The",9
3979,Little Nicky,2
3980,Men of Honor,1
3981,Red Planet,29
3983,You Can Count on Me,9
3984,Diamonds Are Forever,38
3985,"Eagle Has Landed, The",148
3986,"6th Day, The",29
3987,Bounce,9
3988,How the Grinch Stole Christmas (a.k.a. The Grinch),240
3989,One Day in September,22
3990,Rugrats in Paris: The Movie,28
3991,102 Dalmatians,49
3992,Malèna,9
3993,Quills,9
3994,Unbreakable,30
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",109
3997,Dungeons & Dragons,145
3998,Proof of Life,1
3999,Vertical Limit,70
4000,"Bounty, The",84
4002,"Planes, Trains & Automobiles",2
4003,She's Having a Baby,2
4005,"Living Daylights, The",38
4006,Transformers: The Movie,91
4007,Wall Street,1
4008,Born on the Fourth of July,148
4009,Talk Radio,1
4010,Brewster's Millions,2
4011,Snatch,81
4012,Punchline,10
4014,Chocolat,9
4015,"Dude, Where's My Car?",53
4016,"Emperor's New Groove, The",119
4017,Pollock,1
4018,What Women Want,4
4019,Finding Forrester,1
4020,"Gift, The",43
4021,Before Night Falls,1
4022,Cast Away,1
4023,"Family Man, The",11
4024,"House of Mirth, The",107
4025,Miss Congeniality,25
4027,"O Brother, Where Art Thou?",149
4029,State and Main,10
4030,Dracula 2000,12
4031,All the Pretty Horses,9
4032,"Everlasting Piece, An",2
4033,Thirteen Days,19
4034,Traffic,23
4035,"Claim, The",107
4036,Shadow of the Vampire,59
4037,House of Games,217
4039,Annie,3
4040,Don't Tell Mom the Babysitter's Dead,2
4041,"Officer and a Gentleman, An",9
4042,"Alamo, The",222
4043,At Close Range,14
4046,Friendly Persuasion,1
4047,Gettysburg,148
4051,Horrors of Spider Island (Ein Toter Hing im Netz),24
4052,Antitrust,23
4053,Double Take,7
4054,Save the Last Dance,9
4055,Panic,1
4056,"Pledge, The",219
4061,The Man in the Moon,9
4062,Mystic Pizza,11
4063,Prelude to a Kiss,11
4064,Coffy,20
4065,Foxy Brown,32
4066,I'm Gonna Git You Sucka,7
4067,Untamed Heart,9
4068,Sugar & Spice,2
4069,"Wedding Planner, The",4
4074,"Legend of Rita, The (Stille nach dem Schuß, Die)",1
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",19
4078,Amazing Grace and Chuck,1
4079,Amazon Women on the Moon,53
4080,Baby Boom,2
4081,Back to the Beach,2
4082,Barfly,11
4083,Best Seller,43
4084,Beverly Hills Cop II,72
4085,Beverly Hills Cop,93
4086,"Big Easy, The",186
4089,Born in East L.A.,2
4090,"Brave Little Toaster, The",50
4091,Can't Buy Me Love,4
4092,Cherry 2000,141
4093,Cop,43
4102,Eddie Murphy Raw,167
4103,Empire of the Sun,42
4104,Ernest Goes to Camp,2
4105,"Evil Dead, The",207
4109,Flowers in the Attic,19
4110,"Fourth Protocol, The",43
4111,Gardens of Stone,148
4113,"Glass Menagerie, The",1
4115,Hiding Out,2
4116,Hollywood Shuffle,2
4117,Hope and Glory,1
4121,Innerspace,111
4123,Ishtar,2
4124,Jaws: The Revenge,16
4125,Leonard Part 6,53
4126,Less Than Zero,1
4127,"Like Father, Like Son",2
4128,"Lost Boys, The",69
4129,Made in Heaven,47
4130,Maid to Order,102
4131,Making Mr. Right,116
4132,Mannequin,4
4133,Masters of the Universe,114
4135,"Monster Squad, The",197
4138,My Demon Lover,58
4139,No Man's Land,14
4141,Head Over Heels,4
4142,Left Behind: The Movie,99
4143,Valentine,12
4144,In the Mood For Love (Fa yeung nin wa),9
4146,"Million Dollar Hotel, The",9
4147,Nico and Dani (Krámpack),11
4148,Hannibal,16
4149,Saving Silverman (Evil Woman),4
4152,Vatel,1
4153,Down to Earth,162
4154,Recess: School's Out,50
4155,Sweet November,9
4156,Company Man,2
4157,"Price of Milk, The",123
4158,Monkeybone,95
4159,3000 Miles to Graceland,46
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",9
4161,"Mexican, The",7
4164,"Caveman's Valentine, The",1
4166,Series 7: The Contenders,13
4167,15 Minutes,43
4168,Get Over It,4
4171,Long Night's Journey Into Day,22
4174,Avalon,1
4175,Gray's Anatomy,10
4178,Of Mice and Men,1
4180,Reform School Girls,13
4181,Tapeheads,2
4184,"Bishop's Wife, The",11
4187,Lilies of the Field,1
4189,"Greatest Story Ever Told, The",1
4190,Elmer Gantry,1
4191,Alfie,11
4193,"Fantasticks, The",77
4194,I Know Where I'm Going!,9
4195,"Abominable Dr. Phibes, The",12
4197,Real Life,2
4198,Battle Beyond the Stars,48
4200,Double Impact,37
4202,Fuzz,1
4203,Harley Davidson and the Marlboro Man,32
4204,Losin' It,2
4205,Mermaids,11
4207,Navy Seals,70
4210,Manhunter,36
4211,Reversal of Fortune,1
4212,Death on the Nile,31
4214,Revenge of the Nerds,2
4215,Revenge of the Nerds II: Nerds in Paradise,2
4217,4 Little Girls,22
4218,River's Edge,14
4219,Girls Just Want to Have Fun,2
4220,"Longest Yard, The",2
4221,Necessary Roughness,2
4223,Enemy at the Gates,148
4224,Exit Wounds,46
4225,"Dish, The",2
4226,Memento,201
4228,Heartbreakers,71
4229,Say It Isn't So,4
4231,Someone Like You,4
4232,Spy Kids,194
4233,Tomcats,2
4234,"Tailor of Panama, The",19
4235,Amores Perros (Love's a Bitch),19
4236,Keep the River on Your Right: A Modern Cannibal Tale,22
4237,"Gleaners & I, The (Les glaneurs et la glaneuse)",22
4238,Along Came a Spider,20
4239,Blow,14
4240,Just Visiting,102
4241,Pokémon 3: The Movie,50
4242,Beautiful Creatures,103
4243,Brigham City,14
4246,Bridget Jones's Diary,11
4247,Joe Dirt,92
4248,Josie and the Pussycats,2
4251,Chopper,19
4252,"Circle, The (Dayereh)",1
4254,Crocodile Dundee in Los Angeles,10
4255,Freddy Got Fingered,2
4256,"Center of the World, The",1
4259,"Luzhin Defence, The",9
4260,"Visit, The",1
4262,Scarface,32
4263,Days of Wine and Roses,1
4265,Driven,46
4267,One Night at McCool's,2
4268,Town & Country,2
4270,"Mummy Returns, The",185
4273,Under the Sand,1
4275,Krull,114
4276,Lost in America,2
4278,Triumph of the Will (Triumph des Willens),22
4280,"World According to Garp, The",11
4282,Fellini Satyricon,112
4284,Frankie and Johnny,2
4285,Frankie and Johnny,4
4289,"City of Women, The (Città delle donne, La)",10
4290,For the Boys,10
4291,Nine to Five (a.k.a. 9 to 5),25
4292,Norma Rae,1
4293,Summer Rental,2
4294,"5,000 Fingers of Dr. T, The",120
4296,Love Story,9
4297,Pelle the Conqueror (Pelle erobreren),1
4298,Rififi (Du rififi chez les hommes),6
4299,"Knight's Tale, A",83
4300,Bread and Roses,1
4304,Startup.com,22
4305,Angel Eyes,163
4306,Shrek,78
4307,"Fast Food, Fast Women",4
4308,Moulin Rouge,9
4310,Pearl Harbor,109
4312,Himalaya (Himalaya - l'enfance d'un chef),84
4313,"Man Who Cried, The",1
4316,Ice Castles,1
4317,Love Potion #9,4
4321,City Slickers,2
4322,Eight Men Out,1
4323,"Horse Soldiers, The",205
4325,"Night, The (Notte, La)",1
4326,Mississippi Burning,23
4327,"Magnificent Seven, The",205
4329,Rio Bravo,77
4333,Throw Momma from the Train,25
4334,Yi Yi,1
4337,"Sand Pebbles, The",9
4338,Twelve O'Clock High,148
4339,Von Ryan's Express,42
4340,"Animal, The",2
4342,Big Eden,9
4343,Evolution,53
4344,Swordfish,32
4345,"Anniversary Party, The",1
4347,Divided We Fall (Musíme si pomáhat),10
4349,Catch-22,2
4350,Forgotten Silver,167
4351,Point Break,20
4353,Uncommon Valor,37
4354,Unlawful Entry,6
4355,Youngblood,13
4356,Gentlemen Prefer Blondes,4
4357,How to Marry a Millionaire,11
4359,"Seven Year Itch, The",2
4361,Tootsie,4
4366,Atlantis: The Lost Empire,128
4367,Lara Croft: Tomb Raider,70
4368,Dr. Dolittle 2,2
4369,"Fast and the Furious, The",20
4370,A.I. Artificial Intelligence,87
4371,Baby Boy,14
4372,Crazy/Beautiful,9
4373,Pootie Tang,2
4374,Let It Snow,4
4378,Sexy Beast,14
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",9
4381,"Closet, The (Placard, Le)",2
4383,"Crimson Rivers, The (Rivières pourpres, Les)",219
4384,Lumumba,1
4386,Cats & Dogs,49
4387,Kiss of the Dragon,37
4388,Scary Movie 2,2
4389,Lost and Delirious,1
4390,Rape Me (Baise-moi),23
4392,Alice,123
4393,Another Woman,1
4394,Beach Blanket Bingo,2
4395,Big Deal on Madonna Street (I Soliti Ignoti),25
4396,"Cannonball Run, The",7
4397,Cannonball Run II,7
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",10
4402,Dr. Goldfoot and the Bikini Machine,2
4403,"Fall of the House of Usher, The (House of Usher)",12
4404,Faust,258
4406,"Man Who Shot Liberty Valance, The",14
4407,Salvador,19
4408,September,1
4409,Shadows and Fog,126
4410,Something Wild,51
4412,"Thing with Two Heads, The",68
4419,All That Heaven Allows,9
4420,"Barefoot Contessa, The",1
4422,Cries and Whispers (Viskningar och rop),1
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",1
4426,Kiss Me Deadly,77
4427,"Lion in Winter, The",1
4428,"Misfits, The",11
4429,Moby Dick,1
4432,Sweet Smell of Success,1
4433,Written on the Wind,1
4434,"10th Victim, The (La decima vittima)",260
4436,Obsession,201
4437,Suspiria,12
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",184
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),1
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",46
4441,Game of Death,37
4442,"Last Dragon, The",100
4443,Outland,29
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",57
4445,T-Rex: Back to the Cretaceous,63
4446,Final Fantasy: The Spirits Within,165
4447,Legally Blonde,4
4448,"Score, The",13
4449,Adanggaman,1
4450,Bully,23
4451,Jump Tomorrow,11
4452,Made,2
4453,Michael Jordan to the Max,22
4454,More,122
4458,Africa: The Serengeti,22
4459,Alaska: Spirit of the Wild,22
4462,18 Again!,102
4463,1969,148
4464,"Accidental Tourist, The",11
4465,"Accused, The",1
4466,Above the Law,32
4467,"Adventures of Baron Munchausen, The",26
4470,Ariel,1
4471,Arthur 2: On the Rocks,4
4473,Bat*21,148
4474,Beaches,10
4475,"Beast of War, The (Beast, The)",148
4476,Big Business,2
4477,Big Top Pee-Wee,121
4478,Biloxi Blues,10
4480,"Blob, The",24
4482,"Bright Lights, Big City",1
4483,Caddyshack II,2
4484,Camille Claudel,1
4487,Cocktail,9
4488,Colors,32
4489,Coming to America,4
4490,"Couch Trip, The",2
4492,Critters,53
4495,Crossing Delancey,4
4496,D.O.A.,201
4497,Dead Heat,190
4498,"Dead Pool, The",20
4499,Dirty Rotten Scoundrels,2
4500,Drowning by Numbers,10
4502,Ernest Saves Christmas,49
4504,Feds,2
4505,For Keeps,9
4506,Frantic,217
4508,Gorillas in the Mist,1
4509,"Great Outdoors, The",2
4511,High Spirits,2
4516,Johnny Be Good,2
4517,Lady in White (a.k.a. The Mystery of the Lady in White),156
4518,The Lair of the White Worm,58
4519,"Land Before Time, The",128
4520,License to Drive,2
4521,Little Nikita,1
4522,Masquerade,163
4523,Milagro Beanfield War,159
4524,Moon Over Parador,2
4526,My Stepmother Is an Alien,116
4527,"Night in the Life of Jimmy Reardon, A",4
4529,Bagdad Cafe (Out of Rosenheim),10
4531,Red Heat,37
4533,"Return of the Living Dead, The",68
4534,Return to Snowy River (a.k.a. The Man From Snowy River II),84
4535,"Man from Snowy River, The",9
4537,Running on Empty,1
4541,"Serpent and the Rainbow, The",12
4544,Short Circuit 2,53
4545,Short Circuit,53
4546,"Vanishing, The (Spoorloos)",19
4552,"Tetsuo, the Ironman (Tetsuo)",55
4553,They Live,29
4557,Tucker: The Man and His Dream,1
4558,Twins,2
4562,Without a Clue,2
4563,Young Einstein,2
4564,Always,89
4565,American Ninja,70
4568,Best of the Best,37
4571,Bill & Ted's Excellent Adventure,66
4572,Black Rain,32
4573,Blaze,10
4574,Blind Fury,46
4577,Casualties of War,148
4578,Chances Are,4
4580,Cyborg,34
4581,Dad,1
4583,Disorganized Crime,7
4584,Dream a Little Dream,11
4585,"Dream Team, The",2
4587,Earth Girls Are Easy,53
4589,Eddie and the Cruisers,177
4591,Erik the Viking,26
4593,Family Business,2
4594,Farewell to the King,37
4595,Fat Man and Little Boy,1
4597,Gleaming the Cube,13
4599,Great Balls of Fire!,1
4600,Gross Anatomy (a.k.a. A Cut Above),10
4602,Harlem Nights,71
4603,Her Alibi,4
4605,How to Get Ahead in Advertising,102
4608,"Innocent Man, An",14
4610,"January Man, The",81
4611,Johnny Handsome,14
4612,Jesus of Montreal (Jésus de Montréal),1
4613,K-9,44
4614,Kickboxer,37
4615,Last Exit to Brooklyn,1
4616,Lean on Me,1
4617,Let It Ride,2
4619,Little Monsters,2
4621,Look Who's Talking,4
4622,Loverboy,2
4623,Major League,2
4624,Meet the Feebles,49
4625,Millennium,65
4626,Miracle Mile,74
4628,New York Stories,10
4629,Next of Kin,20
4630,No Holds Barred,37
4632,"Package, The",46
4634,Penn & Teller Get Killed,85
4635,Pink Cadillac,100
4636,"Punisher, The",37
4638,Jurassic Park III,33
4639,America's Sweethearts,4
4640,Brother,20
4641,Ghost World,10
4642,Hedwig and the Angry Inch,10
4643,Planet of the Apes,143
4644,Bread and Tulips (Pane e tulipani),11
4645,Cure,79
4646,Greenfingers,10
4649,Wet Hot American Summer,2
4653,"Return of the Musketeers, The",85
4654,Road House,13
4658,Santa Sangre,17
4660,Scenes from the Class Struggle in Beverly Hills,2
4661,Sea of Love,23
4662,"See No Evil, Hear No Evil",25
4663,She's Out of Control,2
4666,Skin Deep,2
4670,"Stepfather, The",16
4671,Sweetie,1
4672,"Tall Guy, The",4
4673,Tango & Cash,72
4675,Three Fugitives,7
4676,Troop Beverly Hills,2
4677,Turner & Hooch,25
4678,UHF,2
4679,Uncle Buck,2
4681,"War of the Roses, The",10
4683,"Wizard, The",101
4686,Weekend at Bernie's II,85
4687,Billy Liar,2
4688,Black Robe,84
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il)",201
4690,"Cotton Club, The",31
4695,Who'll Stop the Rain,14
4697,Basket Case,58
4699,Original Sin,64
4700,"Princess Diaries, The",124
4701,Rush Hour 2,7
4703,Chocolat,1
4704,Hatari!,85
4705,"Cage aux Folles, La",2
4708,Marat/Sade,299
4709,Paint Your Wagon,2
4710,"Shootist, The",1
4711,Theremin: An Electronic Odyssey,22
4713,Altered States,30
4714,Any Which Way You Can,2
4715,"Awakening, The",12
4717,"Battle Creek Brawl (Big Brawl, The)",7
4718,American Pie 2,2
4719,Osmosis Jones,286
4720,"Others, The",17
4721,American Outlaws,7
4722,All Over the Guy,2
4723,"Deep End, The",1
4725,Session 9,16
4727,Captain Corelli's Mandolin,9
4728,Rat Race,2
4732,Bubble Boy,2
4733,"Curse of the Jade Scorpion, The",2
4734,Jay and Silent Bob Strike Back,85
4735,Ghosts of Mars,35
4736,Summer Catch,11
4738,Happy Accidents,141
4740,Maybe Baby,4
4741,Together (Tillsammans),11
4743,Tortilla Soup,4
4744,Jeepers Creepers,12
4745,O,1
4748,3 Ninjas,232
4749,3 Ninjas Kick Back,232
4750,3 Ninjas Knuckle Up,169
4754,"Wicker Man, The",17
4756,"Musketeer, The",82
4757,Rock Star,10
4759,Two Can Play That Game,10
4765,L.I.E.,1
4766,"Our Lady of the Assassins (Virgen de los sicarios, La)",105
4769,Into the Arms of Strangers: Stories of the Kindertransport,22
4770,"Glass House, The",43
4771,Hardball,1
4772,Dinner Rush,1
4773,Haiku Tunnel,2
4774,Big Trouble,25
4775,Glitter,9
4776,Training Day,23
4777,"American Astronaut, The",53
4780,Liam,1
4782,Sidewalks of New York,4
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The",22
4784,"French Lieutenant's Woman, The",1
4785,"Great Silence, The (Grande silenzio, Il)",1
4786,"Legend of Hell House, The",16
4787,Little Man Tate,1
4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit),9
4789,Phantom of the Paradise,296
4792,13 Ghosts,12
4794,Opera,199
4795,Father Goose,92
4796,"Grass Is Greener, The",4
4798,Indiscreet,4
4799,"It's a Mad, Mad, Mad, Mad World",130
